method,client_id,num_runs,data_size_mean,data_size_std,selection_count_mean,selection_count_std,accepted_update_count_mean,accepted_update_count_std,rejected_update_count_mean,rejected_update_count_std,acceptance_rate_mean,acceptance_rate_std,selection_freshness_score_mean,selection_freshness_score_std,selection_pressure_mean,selection_pressure_std,diversity_score_mean,diversity_score_std,historical_utility_mean,historical_utility_std,reliability_score_mean,reliability_score_std,battery_level_mean,battery_level_std,network_latency_mean,network_latency_std
hierarchical_intelligent_no_fairness,C3,1,149,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5561931203494539,0.0,0.6446675921223088,0.0,0.9436011714175558,0.0,63,0.0,56,0.0
hierarchical_intelligent_no_fairness,C4,1,221,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.533464232738056,0.0,0.5413424004702001,0.0,0.9131889471582171,0.0,61,0.0,40,0.0
hierarchical_intelligent_no_fairness,C5,1,182,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.621843695350803,0.0,0.5635802600341177,0.0,0.8081091703838218,0.0,58,0.0,12,0.0
hierarchical_intelligent_no_fairness,C6,1,141,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5746862648797676,0.0,0.6511401927079187,0.0,0.8680516423785345,0.0,74,0.0,106,0.0
hierarchical_intelligent_no_fairness,C7,1,216,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5770873822895232,0.0,0.5716336184616019,0.0,0.8169395849165675,0.0,57,0.0,26,0.0
hierarchical_intelligent_no_fairness,C8,1,79,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.6026534720775313,0.0,0.576846727367214,0.0,0.9223121220996972,0.0,65,0.0,68,0.0
hierarchical_intelligent_no_fairness,C9,1,123,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5758741856141364,0.0,0.613234068410533,0.0,0.8155746219993651,0.0,75,0.0,28,0.0
hierarchical_intelligent_no_filter,C1,1,177,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6126109075161543,0.0,0.664413817630654,0.0,0.9566025670913685,0.0,76,0.0,86,0.0
hierarchical_intelligent_no_filter,C10,1,46,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5527899713537379,0.0,0.5126445282030185,0.0,0.909305775929322,0.0,70,0.0,66,0.0
hierarchical_intelligent_no_filter,C2,1,103,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.47710561162629583,0.0,0.5183497687219272,0.0,0.8519198137571928,0.0,94,0.0,96,0.0
hierarchical_intelligent_no_filter,C3,1,149,0.0,2,0.0,2,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5561931203494539,0.0,0.4393501635618548,0.0,0.8256904644527574,0.0,63,0.0,56,0.0
hierarchical_intelligent_no_filter,C4,1,221,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.533464232738056,0.0,0.6367124814583196,0.0,0.9708979472731049,0.0,61,0.0,40,0.0
hierarchical_intelligent_no_filter,C5,1,182,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.621843695350803,0.0,0.5545474575996601,0.0,0.8016805993384231,0.0,58,0.0,12,0.0
hierarchical_intelligent_no_filter,C6,1,141,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5746862648797676,0.0,0.6511401927079187,0.0,0.8680516423785345,0.0,74,0.0,106,0.0
hierarchical_intelligent_no_filter,C7,1,216,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.5770873822895232,0.0,0.5608501727879727,0.0,0.8116454675850626,0.0,57,0.0,26,0.0
hierarchical_intelligent_no_filter,C8,1,79,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.6026534720775313,0.0,0.5759041656527322,0.0,0.9223121220996972,0.0,65,0.0,68,0.0
hierarchical_intelligent_no_filter,C9,1,123,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5758741856141364,0.0,0.6271824609734679,0.0,0.823946713650328,0.0,75,0.0,28,0.0
hierarchical_random_fedavg,C1,1,177,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6126109075161543,0.0,0.5437137476027558,0.0,0.8891282080350582,0.0,76,0.0,86,0.0
hierarchical_random_fedavg,C10,1,46,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5527899713537379,0.0,0.5147930644628327,0.0,0.909305775929322,0.0,70,0.0,66,0.0
hierarchical_random_fedavg,C2,1,103,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47710561162629583,0.0,0.6169869640692035,0.0,0.8952569086167362,0.0,94,0.0,96,0.0
hierarchical_random_fedavg,C3,1,149,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.5561931203494539,0.0,0.52682846421321,0.0,0.880952366088646,0.0,63,0.0,56,0.0
hierarchical_random_fedavg,C4,1,221,0.0,2,0.0,2,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.533464232738056,0.0,0.5132822961345392,0.0,0.892433512939739,0.0,61,0.0,40,0.0
hierarchical_random_fedavg,C5,1,182,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.621843695350803,0.0,0.667645293372781,0.0,0.8391543204419449,0.0,58,0.0,12,0.0
hierarchical_random_fedavg,C6,1,141,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5746862648797676,0.0,0.5320295841804913,0.0,0.8179413144392694,0.0,74,0.0,106,0.0
hierarchical_random_fedavg,C7,1,216,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.5770873822895232,0.0,0.5537638309485658,0.0,0.8063513502535578,0.0,57,0.0,26,0.0
hierarchical_random_fedavg,C8,1,79,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6026534720775313,0.0,0.6609287152271359,0.0,0.9692363058689976,0.0,65,0.0,68,0.0
hierarchical_random_fedavg,C9,1,123,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.5758741856141364,0.0,0.6073034870075096,0.0,0.8134815977455199,0.0,75,0.0,28,0.0
proposed,C1,1,177,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6126109075161543,0.0,0.664413817630654,0.0,0.9566025670913685,0.0,76,0.0,86,0.0
proposed,C10,1,46,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5527899713537379,0.0,0.5126445282030185,0.0,0.909305775929322,0.0,70,0.0,66,0.0
proposed,C2,1,103,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.47710561162629583,0.0,0.5183497687219272,0.0,0.8519198137571928,0.0,94,0.0,96,0.0
proposed,C3,1,149,0.0,2,0.0,2,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5561931203494539,0.0,0.4393501635618548,0.0,0.8256904644527574,0.0,63,0.0,56,0.0
proposed,C4,1,221,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.533464232738056,0.0,0.6367124814583196,0.0,0.9708979472731049,0.0,61,0.0,40,0.0
proposed,C5,1,182,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.621843695350803,0.0,0.5545474575996601,0.0,0.8016805993384231,0.0,58,0.0,12,0.0
proposed,C6,1,141,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5746862648797676,0.0,0.6511401927079187,0.0,0.8680516423785345,0.0,74,0.0,106,0.0
proposed,C7,1,216,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.5770873822895232,0.0,0.5608501727879727,0.0,0.8116454675850626,0.0,57,0.0,26,0.0
proposed,C8,1,79,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.6026534720775313,0.0,0.5759041656527322,0.0,0.9223121220996972,0.0,65,0.0,68,0.0
proposed,C9,1,123,0.0,1,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5758741856141364,0.0,0.6271824609734679,0.0,0.823946713650328,0.0,75,0.0,28,0.0
