method,client_id,num_runs,data_size_mean,data_size_std,selection_count_mean,selection_count_std,accepted_update_count_mean,accepted_update_count_std,rejected_update_count_mean,rejected_update_count_std,acceptance_rate_mean,acceptance_rate_std,selection_freshness_score_mean,selection_freshness_score_std,selection_pressure_mean,selection_pressure_std,diversity_score_mean,diversity_score_std,historical_utility_mean,historical_utility_std,reliability_score_mean,reliability_score_std,battery_level_mean,battery_level_std,network_latency_mean,network_latency_std
hierarchical_intelligent_no_fairness,C10,5,76.8,24.028316628511455,3.2,3.54400902933387,2.8,3.655133376499413,0.4,0.4898979485566356,0.6333333333333333,0.3711842908553348,0.6,0.4898979485566356,0.6333333333333333,0.3711842908553348,0.5675337120104205,0.056495974852612006,0.5762038958144637,0.03977307605064042,0.841069714983431,0.10181833647010549,46.8,16.436544649043483,70.2,37.2687536684553
hierarchical_intelligent_no_fairness,C11,5,56,5.656854249492381,6.4,3.666060555964672,6.2,3.4871191548325386,0.2,0.4,0.78,0.3919183588453085,0.2,0.4,0.78,0.3919183588453085,0.5881267514167485,0.07530206951584553,0.6625995147469221,0.15486806720526958,0.9018634044971711,0.08105031285141967,49.6,15.512575543732252,57.6,12.784365451597509
hierarchical_intelligent_no_fairness,C12,5,65,20.630075133164205,5.6,4.586937976471886,5.2,4.308131845707603,0.4,0.4898979485566356,0.5555555555555556,0.4554200340426488,0.45,0.458257569495584,0.5555555555555556,0.4554200340426488,0.5844715087615917,0.048475630888676145,0.6152893227297621,0.02916788664892721,0.830051579169139,0.06619828073066186,50.2,22.61327044016411,70,34.158454297582026
hierarchical_intelligent_no_fairness,C13,5,76.6,17.165080832900262,2.8,3.1874754901018454,2.4,3.3226495451672298,0.4,0.4898979485566356,0.6,0.37416573867739417,0.5,0.4183300132670378,0.6,0.37416573867739417,0.48543156283261973,0.12846777233849493,0.553783547732545,0.12351728890947888,0.8267025429345177,0.12023011476695057,48,21.60555484129024,69.8,29.226015807838056
hierarchical_intelligent_no_fairness,C14,5,82.8,37.231169737197355,5,4.1952353926806065,5,4.1952353926806065,0,0.0,0.8,0.4,0.5,0.4472135954999579,0.8,0.4,0.6008894056715586,0.045169761846957576,0.5598819771571294,0.11946111641217229,0.8351915991966355,0.06366851691527946,56.4,11.46472851837321,70.4,45.292825038851355
hierarchical_intelligent_no_fairness,C15,5,62,5.253570214625479,1,0.8944271909999159,1,0.8944271909999159,0,0.0,0.6,0.4898979485566356,0.75,0.3872983346207417,0.6,0.4898979485566356,0.5882539958119308,0.04391296323771511,0.5967488725894754,0.05319061403401386,0.8247886862333963,0.06290855791325244,38.8,16.117071694324622,84.4,18.24938355123263
hierarchical_intelligent_no_fairness,C16,5,77.4,14.554724318928201,5.6,3.878143885933063,5.4,3.97994974842648,0.2,0.4,0.75,0.3872983346207417,0.25,0.3872983346207417,0.75,0.3872983346207417,0.5457691093027287,0.0648921020609554,0.5703174746488568,0.10885430327571345,0.8397028739629127,0.06945858948840661,49.2,17.679366504487653,49.8,32.91443452347313
hierarchical_intelligent_no_fairness,C17,5,64.8,13.6,4.6,4.454211490264018,3.4,3.3823069050575527,1.2,1.1661903789690602,0.6,0.34058772731852804,0.4,0.37416573867739417,0.6,0.34058772731852804,0.5134067456455329,0.10659510199165083,0.5134155247483663,0.08585059446697824,0.777707620205306,0.11736609589929194,57,16.024980499208105,44,39.084523791393444
hierarchical_intelligent_no_fairness,C18,5,72.4,29.213695418416343,3,1.4142135623730951,3,1.4142135623730951,0,0.0,1.0,0.0,0.4,0.25495097567963926,1.0,0.0,0.5099235665774904,0.10230694022717893,0.5008234441371315,0.02241776434823233,0.8374908011419445,0.04124390116121338,45,20.189105973271822,44,36.41977484828812
hierarchical_intelligent_no_fairness,C19,5,53.8,21.664717861075413,3,3.794733192202055,2.2,3.4292856398964493,0.8,1.1661903789690602,0.43,0.4354308211415448,0.6,0.4898979485566356,0.43,0.4354308211415448,0.5588771595362756,0.06914391411219949,0.5763388673325519,0.09704582509656381,0.8179079020613609,0.13808216770927226,47.6,16.16910634512619,76.6,48.27670245573945
hierarchical_intelligent_no_fairness,C2,5,76.4,22.38392280186831,5.4,3.1368774282716245,5.2,3.4292856398964493,0.2,0.4,0.8,0.4,0.35,0.37416573867739417,0.8,0.4,0.5858650438440219,0.03927282369017501,0.5231497666144556,0.15937645356323554,0.804915649415599,0.07746897300202722,41,10.411532067856296,40.2,17.83704011320264
hierarchical_intelligent_no_fairness,C20,5,98.2,26.40757467091592,3,3.3466401061363023,3,3.3466401061363023,0,0.0,0.6,0.4898979485566356,0.6,0.4898979485566356,0.6,0.4898979485566356,0.6118265632430223,0.030261771555823998,0.6288925509852762,0.04584893799590745,0.8582424088783493,0.024741520372642184,42.4,18.778711350888802,83.8,32.43084951092092
hierarchical_intelligent_no_fairness,C3,5,58.8,18.214280112043955,2,1.7888543819998317,1.4,1.2,0.6,0.8,0.45,0.4,0.65,0.43588989435406733,0.45,0.4,0.5314800268144226,0.06552564936065787,0.5381507219923419,0.09947706813564952,0.8104459034031671,0.13473515467578712,43.4,18.084247288731707,82.8,22.990432792794483
hierarchical_intelligent_no_fairness,C4,5,82.8,25.43540839066674,6.6,3.8262252939417984,6.6,3.8262252939417984,0,0.0,1.0,0.0,0.1,0.2,1.0,0.0,0.512343531826066,0.05401881494188358,0.5576203997769799,0.058401550329636114,0.8402317942019139,0.02436786459218464,55,19.88969582472291,47.8,39.280529527998986
hierarchical_intelligent_no_fairness,C5,5,64.8,17.16275036233995,4,3.9496835316262997,3.8,4.019950248448356,0.2,0.4,0.5333333333333333,0.4521553322083512,0.5,0.4472135954999579,0.5333333333333333,0.4521553322083512,0.5844102277854324,0.04268519921469717,0.6299361502599897,0.07203210552236192,0.8409486291426146,0.09606172159529566,47.2,14.048487463068756,92.4,27.63765547219952
hierarchical_intelligent_no_fairness,C6,5,79,27.24701818548224,6.8,2.925747767665559,5.8,3.6,1,0.8944271909999159,0.7761904761904762,0.19610724078070477,0.05,0.1,0.7761904761904762,0.19610724078070477,0.5417364404121807,0.059261337171933194,0.525242693944613,0.09670775843698114,0.7427101952160123,0.0754165298930857,55.4,12.737346662472527,48.8,19.913814300630605
hierarchical_intelligent_no_fairness,C7,5,85.8,27.117522010685267,1.8,2.227105745132009,1.8,2.227105745132009,0,0.0,0.6,0.4898979485566356,0.7,0.4,0.6,0.4898979485566356,0.5267311757536163,0.0696135896972595,0.6098596252620319,0.08521033375233183,0.8438334148239185,0.04505148047846673,37.6,13.92264342716569,66,37.44329045369811
hierarchical_intelligent_no_fairness,C8,5,75,16.29723902997069,4,3.286335345030997,3.6,3.5552777669262356,0.4,0.4898979485566356,0.8,0.2449489742783178,0.5,0.4472135954999579,0.8,0.2449489742783178,0.5433842228242708,0.05382531445967922,0.5364012784745031,0.1617064572459878,0.8211687356129489,0.11013248275601695,51.6,18.05103875127412,77.8,34.33598695246723
hierarchical_intelligent_no_fairness,C9,5,67,14.791889669680478,3.8,3.4292856398964493,3.6,3.0724582991474434,0.2,0.4,0.98,0.03999999999999999,0.35,0.25495097567963926,0.98,0.03999999999999999,0.5609180386353718,0.08773899775211681,0.5727326209929893,0.11003995822149518,0.8270809324582292,0.05061309897344135,50.4,13.032267646115928,56.2,22.03088740836374
hierarchical_intelligent_no_filter,C1,5,61.6,23.66938951472978,4,1.4142135623730951,4,1.4142135623730951,0,0.0,1.0,0.0,0.15,0.2,1.0,0.0,0.5066778901105419,0.058355218744592006,0.4605664795429778,0.11917695587979307,0.7908017820363618,0.07177675169994444,41.8,12.734205903785284,85.2,27.432827050816325
hierarchical_intelligent_no_filter,C10,5,76.8,24.028316628511455,4.6,0.8,4.6,0.8,0,0.0,1.0,0.0,0.2,0.18708286933869708,1.0,0.0,0.5675337120104205,0.056495974852612006,0.49603027042616815,0.07449787473784299,0.8416768647055609,0.029585085873794256,46.8,16.436544649043483,70.2,37.2687536684553
hierarchical_intelligent_no_filter,C11,5,56,5.656854249492381,3.6,0.4898979485566356,3.6,0.4898979485566356,0,0.0,1.0,0.0,0.3,0.29154759474226505,1.0,0.0,0.5881267514167485,0.07530206951584553,0.626902459121088,0.13362999318306526,0.8904827349992893,0.05973926017836499,49.6,15.512575543732252,57.6,12.784365451597509
hierarchical_intelligent_no_filter,C12,5,65,20.630075133164205,5.2,1.1661903789690602,5.2,1.1661903789690602,0,0.0,1.0,0.0,0.25,0.31622776601683794,1.0,0.0,0.5844715087615917,0.048475630888676145,0.5302882681940772,0.11742066243636576,0.8252745711201753,0.05745680266242417,50.2,22.61327044016411,70,34.158454297582026
hierarchical_intelligent_no_filter,C13,5,76.6,17.165080832900262,4.6,1.019803902718557,4.6,1.019803902718557,0,0.0,1.0,0.0,0.3,0.29154759474226505,1.0,0.0,0.48543156283261973,0.12846777233849493,0.46532219567970484,0.14751374744775417,0.8167004528459223,0.06918041075210939,48,21.60555484129024,69.8,29.226015807838056
hierarchical_intelligent_no_filter,C14,5,82.8,37.231169737197355,3.8,1.7204650534085253,3.8,1.7204650534085253,0,0.0,1.0,0.0,0.35,0.43588989435406733,1.0,0.0,0.6008894056715586,0.045169761846957576,0.5490157854839341,0.09285223889082633,0.8314580696899498,0.04426443220266808,56.4,11.46472851837321,70.4,45.292825038851355
hierarchical_intelligent_no_filter,C15,5,62,5.253570214625479,3.6,1.019803902718557,3.6,1.019803902718557,0,0.0,1.0,0.0,0.25,0.27386127875258304,1.0,0.0,0.5882539958119308,0.04391296323771511,0.5713341387286741,0.04387564257262909,0.8356459517294432,0.03224698990733575,38.8,16.117071694324622,84.4,18.24938355123263
hierarchical_intelligent_no_filter,C16,5,77.4,14.554724318928201,3.6,1.7435595774162693,3.6,1.7435595774162693,0,0.0,1.0,0.0,0.3,0.2449489742783178,1.0,0.0,0.5457691093027287,0.0648921020609554,0.5566503500910931,0.12828768672748314,0.8390063882023606,0.0688830611638489,49.2,17.679366504487653,49.8,32.91443452347313
hierarchical_intelligent_no_filter,C17,5,64.8,13.6,4.4,2.1540659228538015,4.4,2.1540659228538015,0,0.0,1.0,0.0,0.25,0.3872983346207417,1.0,0.0,0.5134067456455329,0.10659510199165083,0.4645952032866682,0.09171977775330448,0.8249405787155315,0.04287431692202405,57,16.024980499208105,44,39.084523791393444
hierarchical_intelligent_no_filter,C18,5,72.4,29.213695418416343,4,1.4142135623730951,4,1.4142135623730951,0,0.0,1.0,0.0,0.4,0.37416573867739417,1.0,0.0,0.5099235665774904,0.10230694022717893,0.496030181530848,0.07915588500160366,0.8238051961977917,0.043466159092516846,45,20.189105973271822,44,36.41977484828812
hierarchical_intelligent_no_filter,C19,5,53.8,21.664717861075413,3.6,0.8,3.6,0.8,0,0.0,1.0,0.0,0.55,0.18708286933869708,1.0,0.0,0.5588771595362756,0.06914391411219949,0.5076124879953501,0.09024450851489008,0.832478999735275,0.02943140383172423,47.6,16.16910634512619,76.6,48.27670245573945
hierarchical_intelligent_no_filter,C2,5,76.4,22.38392280186831,4,1.4142135623730951,4,1.4142135623730951,0,0.0,1.0,0.0,0.3,0.18708286933869708,1.0,0.0,0.5858650438440219,0.03927282369017501,0.5478775562755809,0.12730756607535332,0.8482831364503178,0.05755047989753457,41,10.411532067856296,40.2,17.83704011320264
hierarchical_intelligent_no_filter,C20,5,98.2,26.40757467091592,3.6,0.4898979485566356,3.6,0.4898979485566356,0,0.0,1.0,0.0,0.4,0.37416573867739417,1.0,0.0,0.6118265632430223,0.030261771555823998,0.6159207924753847,0.0743912770982634,0.8677044310524702,0.03344277193375117,42.4,18.778711350888802,83.8,32.43084951092092
